x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
-14.0,95.0,2015-11-09,0,GSW,32.0,57.0,6.0,12.0,19.0,21.0,52.0,44.0,34.0,31.0,66.0,70.0,41.0,41.0,12.0,13.0,29.0,28.0,60.0,85.0,9.0,11.0,15.0,13.0,15.0,29.0,9.0,13.0,3.0,4.0,-20.0,-16.0,-14.0,-18.0
9.0,123.0,2016-01-20,0,HOU,40.0,50.0,12.0,12.0,30.0,24.0,52.0,44.0,26.0,31.0,50.0,71.0,52.0,48.0,14.0,11.0,38.0,37.0,59.0,89.0,35.0,16.0,59.0,18.0,23.0,21.0,8.0,7.0,7.0,3.0,-10.0,-13.0,-17.0,-41.0
11.0,116.0,2015-11-30,1,HOU,35.0,41.0,8.0,11.0,23.0,27.0,60.0,39.0,37.0,24.0,62.0,61.0,46.0,45.0,14.0,16.0,32.0,29.0,49.0,86.0,18.0,24.0,37.0,28.0,22.0,19.0,8.0,11.0,8.0,7.0,-11.0,-16.0,-19.0,-27.0
-8.0,104.0,2016-02-06,0,IND,36.0,55.0,12.0,6.0,33.0,11.0,55.0,54.0,26.0,35.0,47.0,65.0,38.0,42.0,11.0,8.0,27.0,34.0,52.0,83.0,16.0,24.0,31.0,29.0,14.0,21.0,7.0,6.0,3.0,2.0,-13.0,-16.0,-26.0,-25.0
-12.0,82.0,2016-01-02,0,IND,15.0,39.0,3.0,7.0,20.0,18.0,41.0,47.0,30.0,26.0,73.0,55.0,48.0,47.0,12.0,6.0,36.0,41.0,56.0,72.0,13.0,21.0,23.0,29.0,17.0,11.0,5.0,7.0,2.0,9.0,-10.0,-13.0,-18.0,-22.0
22.0,118.0,2015-12-12,1,IND,45.0,19.0,13.0,3.0,29.0,16.0,52.0,58.0,32.0,38.0,61.0,66.0,46.0,33.0,10.0,5.0,36.0,28.0,79.0,61.0,15.0,11.0,19.0,18.0,26.0,17.0,11.0,7.0,6.0,2.0,-14.0,-16.0,-18.0,-16.0
-12.0,82.0,2015-11-03,1,IND,23.0,30.0,5.0,7.0,22.0,23.0,44.0,48.0,28.0,31.0,64.0,65.0,50.0,42.0,19.0,12.0,31.0,30.0,65.0,92.0,11.0,11.0,17.0,12.0,14.0,21.0,8.0,15.0,5.0,5.0,-23.0,-15.0,-21.0,-19.0
-2.0,103.0,2015-12-14,1,LAC,32.0,32.0,6.0,6.0,19.0,19.0,44.0,49.0,31.0,38.0,70.0,78.0,54.0,39.0,15.0,10.0,39.0,29.0,74.0,73.0,23.0,11.0,31.0,15.0,17.0,29.0,8.0,9.0,0.0,4.0,-18.0,-10.0,-21.0,-22.0
-5.0,96.0,2015-11-14,0,LAC,26.0,37.0,7.0,7.0,27.0,19.0,55.0,50.0,26.0,30.0,47.0,60.0,42.0,42.0,11.0,11.0,31.0,31.0,66.0,77.0,23.0,20.0,35.0,26.0,15.0,23.0,8.0,6.0,2.0,4.0,-15.0,-13.0,-23.0,-23.0
20.0,111.0,2015-12-06,1,LAL,38.0,28.0,9.0,5.0,24.0,18.0,46.0,44.0,32.0,27.0,69.0,62.0,61.0,39.0,17.0,8.0,44.0,31.0,77.0,76.0,20.0,22.0,26.0,29.0,20.0,12.0,11.0,6.0,1.0,4.0,-16.0,-15.0,-21.0,-21.0
-12.0,85.0,2015-11-15,0,LAL,26.0,32.0,7.0,6.0,27.0,19.0,41.0,45.0,28.0,25.0,69.0,56.0,46.0,46.0,12.0,7.0,34.0,39.0,53.0,74.0,8.0,29.0,15.0,39.0,16.0,24.0,7.0,5.0,2.0,5.0,-10.0,-16.0,-25.0,-19.0
