x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
-2.0,100.0,2016-03-30,0,LAL,18.0,30.0,3.0,6.0,17.0,20.0,55.0,38.0,38.0,31.0,69.0,82.0,55.0,49.0,14.0,19.0,41.0,30.0,58.0,76.0,15.0,22.0,26.0,29.0,26.0,14.0,6.0,9.0,13.0,5.0,-17.0,-9.0,-23.0,-21.0
13.0,101.0,2015-11-10,1,LAL,25.0,50.0,5.0,11.0,20.0,22.0,52.0,42.0,33.0,23.0,64.0,55.0,47.0,36.0,15.0,5.0,32.0,31.0,74.0,75.0,20.0,9.0,27.0,12.0,23.0,21.0,7.0,7.0,7.0,7.0,-10.0,-17.0,-12.0,-21.0
-9.0,90.0,2015-12-29,0,MEM,38.0,27.0,11.0,4.0,29.0,15.0,48.0,47.0,24.0,34.0,50.0,72.0,38.0,46.0,8.0,16.0,30.0,30.0,50.0,95.0,9.0,19.0,18.0,20.0,23.0,25.0,5.0,4.0,6.0,6.0,-14.0,-8.0,-22.0,-18.0
3.0,100.0,2015-12-13,1,MEM,32.0,37.0,7.0,7.0,22.0,19.0,55.0,57.0,30.0,33.0,55.0,58.0,35.0,33.0,7.0,5.0,28.0,28.0,83.0,71.0,19.0,10.0,23.0,14.0,18.0,23.0,9.0,10.0,1.0,3.0,-10.0,-13.0,-15.0,-21.0
-6.0,108.0,2016-03-09,0,MIL,40.0,50.0,6.0,4.0,15.0,8.0,55.0,53.0,36.0,38.0,65.0,72.0,39.0,34.0,10.0,12.0,29.0,22.0,95.0,70.0,18.0,26.0,19.0,37.0,23.0,27.0,6.0,7.0,8.0,0.0,-15.0,-13.0,-24.0,-19.0
4.0,107.0,2016-01-29,0,MIL,39.0,17.0,7.0,2.0,18.0,12.0,54.0,53.0,30.0,36.0,56.0,68.0,34.0,40.0,8.0,13.0,26.0,27.0,81.0,89.0,26.0,25.0,32.0,28.0,27.0,18.0,12.0,10.0,9.0,5.0,-17.0,-19.0,-23.0,-20.0
-12.0,79.0,2016-01-19,1,MIL,23.0,42.0,5.0,5.0,22.0,12.0,42.0,50.0,22.0,31.0,52.0,62.0,38.0,39.0,12.0,7.0,26.0,32.0,77.0,88.0,20.0,14.0,26.0,16.0,13.0,19.0,6.0,6.0,2.0,4.0,-14.0,-17.0,-14.0,-19.0
-12.0,91.0,2015-11-17,1,MIN,21.0,19.0,5.0,4.0,24.0,21.0,56.0,42.0,31.0,32.0,55.0,76.0,51.0,54.0,10.0,15.0,41.0,39.0,47.0,77.0,14.0,27.0,30.0,35.0,20.0,14.0,3.0,12.0,12.0,5.0,-22.0,-8.0,-26.0,-26.0
12.0,96.0,2015-11-05,0,MIN,29.0,33.0,4.0,4.0,14.0,12.0,53.0,36.0,33.0,26.0,62.0,73.0,42.0,44.0,7.0,10.0,35.0,34.0,72.0,91.0,18.0,20.0,25.0,22.0,14.0,16.0,6.0,7.0,6.0,6.0,-16.0,-16.0,-19.0,-27.0
14.0,113.0,2016-03-22,0,NOP,16.0,44.0,3.0,7.0,19.0,16.0,59.0,38.0,41.0,27.0,69.0,71.0,53.0,42.0,14.0,11.0,39.0,31.0,82.0,80.0,22.0,24.0,27.0,30.0,21.0,16.0,5.0,7.0,5.0,1.0,-12.0,-12.0,-22.0,-25.0
